normalized_brand,legacy_primary_brand,primary_brand,brand_entity_raw,brand_entity_source,brand_alias_source,brand_alias_review_status,query_category,primary_country,observed_market_region_codes,current_company,proposed_company,proposed_ownership_resolution_status,proposed_mapping_source,proposed_review_note,proposed_matched_mapping_brand,company_mapping_would_change,normalized_brand_is_top9_portfolio,product_count,example_product_names,example_off_brands_raw
domaine laroche,domaine laroche,domaine laroche,domaine laroche,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Chablis Premier Cru Les Vaillons Vieilles Vignes 2016,Domaine Laroche
domaine le chapelier,domaine le chapelier,domaine le chapelier,domaine le chapelier,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Côtes du Rhône AOC Rouge Fruité,Domaine Le Chapelier
domaine les bugadelles,domaine les bugadelles,domaine les bugadelles,domaine les bugadelles,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Cuvée Saint Julien 2014,Domaine Les Bugadelles
domaine les gallandons,domaine les gallandons,domaine les gallandons,domaine les gallandons,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Clairette de die,Domaine les gallandons
domaine les grandes vignes,domaine les grandes vignes,domaine les grandes vignes,domaine les grandes vignes,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Bonnezeaux AOC 2011 Bio Domaine les grandes vignes,"Domaine les grandes vignes, GAEC Vaillant"
domaine les jauffrets,domaine les jauffrets,domaine les jauffrets,domaine les jauffrets,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Vin rouge ventoux,Domaine les jauffrets
domaine les lavandes,domaine les lavandes,domaine les lavandes,domaine les lavandes,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Domaine Les Lavandes,Domaine Les Lavandes
domaine les mille galets,domaine les mille galets,domaine les mille galets,domaine les mille galets,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Côtes du Rhône 2014,Domaine Les Mille Galets
domaine lhermitage de broche,domaine lhermitage de broche,domaine lhermitage de broche,domaine lhermitage de broche,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Minervois 2015,Domaine l’Hermitage de Broche
domaine maestracci,domaine maestracci,domaine maestracci,domaine maestracci,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Clos Reginu Corse Calvi,Domaine Maestracci
domaine maison,domaine maison,domaine maison,domaine maison,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Cheverny,Domaine maison
domaine masson eric jongieux,domaine masson eric jongieux,domaine masson eric jongieux,domaine masson eric jongieux,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Cuvée Prestige Savoie 2015 Gamay Jongieux,Domaine Masson Eric - Jongieux
domaine mercier,domaine mercier,domaine mercier,domaine mercier,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Vin de Vendée blanc sec,Domaine Mercier
domaine modat,domaine modat,domaine modat,domaine modat,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,de-ci-de-là,Domaine Modat
domaine monin,domaine monin,domaine monin,domaine monin,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Manicle,Domaine Monin
domaine moreux,domaine moreux,domaine moreux,domaine moreux,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Domaine Moreux Pouilly-Fumé,Domaine Moreux
domaine mourguy,domaine mourguy,domaine mourguy,domaine mourguy,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Irouléguy 2013,Domaine Mourguy
domaine pagnon,domaine pagnon,domaine pagnon,domaine pagnon,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Jus de raisin,Domaine Pagnon
domaine paire,domaine paire,domaine paire,domaine paire,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Beaujolais AOC 2013 Bio Domaine Paire,Domaine Paire
domaine parigot,domaine parigot,domaine parigot,domaine parigot,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Bourgogne Hautes-cotes-de-beaune 2013 Domaine Parigot,Domaine Parigot
domaine pelaquie,domaine pelaquie,domaine pelaquie,domaine pelaquie,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Laudun 2016,Domaine Pélaquié
domaine perrier pere and fils,domaine perrier pere and fils,domaine perrier pere and fils,domaine perrier pere and fils,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Apremont Vin de Savoie 2016,Domaine Perrier Père & Fils
domaine petit chateau,domaine petit chateau,domaine petit chateau,domaine petit chateau,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,"IGP Val de Loire, Chardonnay, cuvée prestige 2011","Domaine Petit Château, Les frères Couillaud"
domaine petite biscarelle 2009,domaine petite biscarelle 2009,domaine petite biscarelle 2009,domaine petite biscarelle 2009,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Châteauneuf-du-Pape,Domaine Petite Biscarelle 2009
domaine pezilla,domaine pezilla,domaine pezilla,domaine pezilla,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Muscat sec Pezilla,Domaine Pezilla
domaine philippe portier,domaine philippe portier,domaine philippe portier,domaine philippe portier,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Quincy 2012,Domaine Philippe Portier
domaine picard,domaine picard,domaine picard,domaine picard,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,"Corse Sartene AOP, rosé",Domaine picard
domaine pierre chauvin,domaine pierre chauvin,domaine pierre chauvin,domaine pierre chauvin,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Crémant de Loire,Domaine Pierre Chauvin
domaine poilane,domaine poilane,domaine poilane,domaine poilane,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Muscadet Serve-et-Maine,Domaine Poilane
domaine poulleau pere and fils,domaine poulleau pere and fils,domaine poulleau pere and fils,domaine poulleau pere and fils,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Corton Charlemagne Grand Cru,Domaine Poulleau Père & Fils
domaine prudhon,domaine prudhon,domaine prudhon,domaine prudhon,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Saint Aubin 1er cru Les Castets,Domaine Prudhon
domaine ray,domaine ray,domaine ray,domaine ray,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Vin Saint-Pourçain,Domaine Ray
domaine rietsch,domaine rietsch,domaine rietsch,domaine rietsch,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,Belgium,BENELUX|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Quand le chat n'est pas là - Pinot Gris 2013,Domaine Rietsch
domaine riviere,domaine riviere,domaine riviere,domaine riviere,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,beaulolais,domaine rivière
domaine rochevine,domaine rochevine,domaine rochevine,domaine rochevine,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Saint Jospeh,Domaine Rochevine
domaine rouge garance,domaine rouge garance,domaine rouge garance,domaine rouge garance,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Rouge garance,domaine rouge garance
domaine royal de jarras,domaine royal de jarras,domaine royal de jarras,domaine royal de jarras,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Domaine Royal De Jarras Pink Flamingo Tête De Cuvée Gris Sa,"Domaine Royal de Jarras, Domaines du Grand Littoral"
domaine saint andre,domaine saint andre,domaine saint andre,domaine saint andre,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Chardonnay,Domaine Saint-André
domaine saint benezet,domaine saint benezet,domaine saint benezet,domaine saint benezet,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Vin de pays d'Oc Cuvée des 2 paons,Domaine Saint Benezet
domaine saint cels,domaine saint cels,domaine saint cels,domaine saint cels,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,domaine saint-cels saint-chinian 2019,Domaine Saint-cels
domaine saint esteve,domaine saint esteve,domaine saint esteve,domaine saint esteve,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Côteaux d'Aix en Provence AOP 2012 Bio Domaine Saint Estève,Domaine Saint Estève
domaine saint lannes,domaine saint lannes,domaine saint lannes,domaine saint lannes,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,prélude d'hiver,domaine saint-lannes
domaine saint privat,domaine saint privat,domaine saint privat,domaine saint privat,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Vieilles vignes 2012,Domaine Saint Privat
